age,workclass,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,salary
45,2,281911,9,0,0,48,0
33,0,70447,9,0,0,40,0
55,0,449576,3,0,0,48,0
29,0,327964,5,0,0,40,0
72,0,496538,9,6360,0,40,0
35,1,153066,9,0,0,60,1
53,5,77651,9,0,0,40,0
40,0,119493,10,0,0,40,0
20,0,256240,9,0,0,30,0
69,0,177374,9,1848,0,12,0
41,4,37848,9,0,0,25,0
45,0,129336,14,0,0,45,1
27,0,183511,9,0,0,40,0
46,2,120131,15,99999,0,60,1
55,0,190508,10,0,0,35,0
31,0,363130,10,0,0,40,1
45,0,240356,10,0,0,55,0
64,0,133166,9,0,0,5,0
38,0,32916,10,0,0,45,0
17,0,117477,6,0,0,40,0
33,0,34748,9,0,1887,20,1
22,0,459463,8,0,0,50,0
23,0,95989,10,0,0,30,0
25,0,118088,9,0,0,40,0
33,0,150570,13,3103,0,43,1
31,0,505438,9,0,0,30,0
37,0,179731,9,0,0,35,0
53,0,122109,9,0,1876,38,0
28,4,163942,10,0,0,40,0
33,0,106670,13,0,0,40,1
41,0,123403,9,0,0,40,0
61,2,119986,13,0,0,50,0
25,0,66622,10,0,0,25,0
20,0,40060,10,0,0,56,0
35,0,260578,9,0,0,40,1
64,4,96076,11,0,0,40,1
28,0,70604,9,0,0,38,0
39,1,230329,10,0,1564,12,1
53,0,49715,9,0,0,40,0
28,0,116531,9,0,0,40,0
38,3,214542,10,0,0,40,0
25,4,335005,13,0,0,35,0
19,0,258633,10,0,0,30,0
20,0,203240,12,0,0,30,0
27,0,104457,13,0,0,40,0
55,4,99131,9,0,2246,40,1
52,5,125796,14,0,1848,40,1
21,0,479482,10,0,0,40,0
30,0,167790,9,0,0,40,0
47,0,133758,9,0,1974,40,0
22,0,106843,6,0,0,30,0
24,0,117959,9,4386,0,40,1
26,0,174921,13,0,0,40,0
27,0,134152,9,0,0,45,0
57,0,99364,5,0,0,40,0
18,4,155905,14,0,0,60,0
30,0,467108,13,0,0,45,0
34,1,304622,13,0,0,50,0
40,0,198692,10,5178,0,60,1
60,0,178050,9,0,0,38,0
25,0,162687,8,0,0,40,1
39,0,113151,13,0,0,55,0
48,0,158924,9,0,0,40,1
27,1,141795,10,0,0,30,0
33,1,33404,9,0,0,65,1
65,2,178771,9,0,0,40,0
52,0,168553,9,0,1977,40,1
27,0,110648,13,0,0,40,0
32,0,151053,10,0,0,40,0
45,1,142871,10,0,0,50,0
18,0,343161,7,0,0,16,0
27,0,183523,13,0,0,45,0
57,1,222216,10,0,0,60,0
44,0,121874,10,0,0,55,1
30,0,467108,14,0,0,44,1
26,0,34393,10,0,0,40,0
28,3,42003,10,0,0,40,1
61,0,180418,9,0,0,40,1
49,1,199590,9,0,0,50,0
33,0,144949,14,15024,0,40,1
50,0,155594,12,0,0,50,1
53,1,162576,4,0,0,99,0
33,0,232475,9,0,0,40,1
22,0,269474,10,0,0,10,0
45,4,140644,13,0,0,40,1
26,0,39640,10,0,0,60,0
50,0,346014,4,0,0,20,0
47,1,159726,9,0,0,40,1
52,3,290856,13,0,0,40,1
57,0,217886,9,0,0,36,0
21,0,199915,10,0,0,35,0
58,0,106546,9,2174,0,40,0
50,4,220640,14,0,0,50,1
33,3,88913,10,0,0,40,0
34,1,288486,7,0,0,40,0
20,0,227411,10,0,0,20,0
37,4,99935,14,7688,0,50,1
57,0,201112,12,0,0,40,0
57,1,123778,9,0,0,48,0
21,0,204596,12,0,0,8,0
40,0,190290,10,0,0,40,0
23,0,196674,10,0,0,40,0
54,0,108435,9,0,0,20,0
38,0,186359,10,0,0,40,1
32,0,137076,10,15024,0,60,1
22,5,262819,10,0,0,40,0
27,0,171655,9,0,0,42,0
42,0,183319,3,0,0,40,0
36,0,127306,9,0,0,47,0
22,0,68678,9,0,0,40,0
40,5,140108,5,0,0,40,0
26,0,263444,9,0,0,45,0
46,5,265554,9,0,0,40,0
28,0,410216,7,0,0,60,1
46,5,20534,13,0,0,45,0
55,0,188917,9,0,0,40,0
76,0,98695,10,0,0,20,0
27,0,411950,13,0,0,60,0
50,0,237819,9,0,0,40,1
75,0,187424,9,0,0,20,0
42,3,198316,14,0,0,40,1
36,4,139703,14,0,0,40,0
51,0,152596,9,0,0,40,0
43,0,194726,15,15024,0,55,1
44,0,82601,13,0,0,40,0
20,0,229843,10,0,0,20,0
60,0,122276,3,0,0,45,0
47,5,188386,13,0,0,45,1
73,0,92298,7,0,0,15,0
27,0,390657,9,0,0,40,0
50,0,89041,9,15024,0,50,1
35,0,314897,4,0,0,40,0
31,0,166343,9,0,0,50,0
45,0,88781,13,0,0,40,1
57,0,41762,9,0,0,40,1
34,0,849857,9,0,0,40,0
19,0,307496,10,0,0,16,0
25,0,324372,9,0,0,40,0
39,0,99270,13,0,0,50,1
28,0,160731,9,0,0,40,1
48,5,148306,14,0,0,40,0
38,0,259019,9,0,0,44,0
53,0,224894,3,0,0,10,0
19,0,258470,9,0,0,40,0
41,0,197919,9,0,0,60,0
23,0,213719,12,0,0,36,0
32,0,226535,9,0,0,40,0
35,0,146042,10,0,0,40,0
21,0,180339,11,0,1602,30,0
24,0,99970,13,0,0,40,0
34,0,300687,9,0,0,40,0
29,4,219906,13,0,0,25,1
24,0,122234,10,0,0,20,0
55,0,158641,9,0,0,40,0
28,0,239539,9,0,0,40,0
46,4,102308,9,0,0,40,0
38,0,186934,9,0,0,40,0
29,0,234447,10,0,0,40,0
35,0,125933,13,0,0,50,1
29,0,142760,9,0,0,40,0
41,5,309056,16,0,0,50,1
40,1,48859,9,0,0,32,0
30,0,110594,9,0,0,40,0
72,0,426562,7,0,0,35,0
17,0,169037,7,0,0,40,0
46,2,123075,9,0,0,70,0
38,0,195744,13,0,0,48,0
36,0,81896,13,0,0,45,0
24,1,172047,12,0,0,40,0
28,0,253814,9,0,0,35,0
28,0,66473,9,0,0,40,0
60,0,56248,9,0,1485,70,1
42,4,271521,10,0,0,40,1
48,0,265295,13,0,0,40,1
37,1,174308,9,0,0,40,0
32,0,196342,16,0,0,40,1
55,0,223594,10,7688,0,40,1
30,0,149787,10,0,0,40,0
68,0,124686,4,0,0,10,0
45,0,50163,9,0,0,30,0
26,0,175789,9,0,0,40,0
22,0,218215,10,0,0,40,0
22,0,166371,10,0,0,40,0
36,0,169469,10,7298,0,40,1
52,0,145081,4,0,0,40,0
68,0,214521,15,0,0,16,0
26,4,287233,13,0,0,40,1
52,0,201310,13,0,0,40,0
46,1,197836,9,0,1672,50,0
53,0,158294,14,7298,0,40,1
17,0,127366,7,0,0,8,0
29,0,203697,13,0,0,75,0
41,0,168730,10,0,0,50,1
45,0,165232,10,0,0,40,0
57,0,175942,10,0,0,50,1
30,3,356689,13,0,0,30,0
46,0,132912,9,0,0,45,1
45,0,187226,12,0,0,40,0
59,0,254765,10,0,0,40,1
40,0,202565,12,0,0,52,0
38,5,103925,9,2036,0,20,0
22,0,112164,10,0,0,40,0
59,1,70623,4,0,0,85,0
36,0,102729,10,0,0,40,0
40,0,558944,4,0,0,40,0
18,0,256967,6,0,0,40,0
62,0,144583,9,0,0,40,0
63,0,102412,9,0,0,40,0
29,0,159788,14,0,0,80,0
27,0,55743,13,0,0,45,1
47,5,148171,16,0,0,50,1
20,4,271354,9,0,0,40,0
48,0,98524,12,0,0,45,0
29,0,272913,9,0,0,30,0
22,0,324445,9,0,0,40,0
42,0,155469,12,0,0,24,0
36,0,102945,11,0,0,40,0
60,0,291904,6,0,0,40,0
41,3,186601,9,0,0,40,0
43,0,172401,9,0,0,40,1
33,0,193285,13,0,0,38,1
34,0,176244,4,0,0,40,0
32,0,117779,9,0,0,35,0
22,0,34616,10,0,0,20,0
52,0,169182,5,0,0,25,0
27,0,180758,12,0,0,40,0
60,4,141637,14,0,0,40,1
41,1,169023,13,7688,0,40,1
34,1,101266,13,0,0,62,0
30,0,164190,9,0,0,40,1
35,0,142282,10,0,0,25,0
39,3,103984,13,0,0,40,0
64,0,187601,10,0,0,40,0
17,1,36218,7,0,0,20,0
29,5,106334,14,0,0,40,0
37,4,249392,11,0,0,40,1
43,1,110355,9,0,0,45,0
30,1,117944,9,0,0,25,0
17,0,163836,6,0,0,12,0
29,0,145592,9,0,0,40,0
24,0,108495,10,0,0,40,0
27,1,212041,13,0,0,50,0
69,2,182451,13,0,0,40,0
30,0,124020,9,0,0,40,0
29,0,199116,9,0,0,40,0
17,0,144114,6,0,0,40,0
61,0,107438,4,0,1651,40,0
70,0,405362,4,0,0,38,0
32,0,175856,13,0,1902,40,1
21,0,262241,9,0,0,40,0
27,1,420054,9,9562,0,50,1
27,0,86681,13,0,0,40,0
19,0,187161,10,0,0,25,0
44,5,691903,14,0,0,60,1
36,0,219483,10,0,0,40,0
45,0,199058,14,7298,0,50,1
29,0,192010,13,0,0,60,0
34,3,419691,13,7298,0,54,1
28,4,356089,13,0,0,50,0
34,0,684015,3,0,0,40,0
18,0,36882,9,0,0,20,0
39,0,203180,10,0,0,45,0
34,0,183811,10,0,0,40,0
35,4,103966,14,0,0,41,0
24,0,304602,9,0,0,40,0
41,0,57233,13,0,0,70,0
50,5,289207,16,0,1902,45,1
68,0,224019,10,0,0,30,0
35,0,267966,7,0,0,50,0
47,0,214800,11,0,0,40,0
43,4,241528,14,0,0,40,0
35,0,197365,9,0,0,40,0
34,0,296724,10,0,0,17,0
26,0,136226,9,0,0,40,0
50,0,40623,10,0,0,40,0
22,0,264874,9,0,0,40,0
20,0,112847,9,0,0,40,0
18,0,236090,9,0,0,40,0
52,1,89028,9,0,0,40,0
71,5,210673,9,0,0,28,0
55,0,60193,9,0,0,40,0
17,0,216137,7,0,0,8,0
36,0,139743,10,0,0,40,0
25,0,32276,13,0,0,40,0
39,4,423605,8,0,1848,40,1
27,0,298871,13,0,0,40,0
42,0,318255,9,0,0,40,0
22,0,347867,9,0,1719,40,0
57,0,279636,11,0,0,40,1
34,0,405386,10,0,0,28,0
31,0,297188,14,0,0,60,0
24,0,182342,13,0,0,40,0
41,1,229148,9,0,0,60,0
30,0,189620,10,6849,0,40,0
17,0,413557,7,0,0,32,0
26,2,246025,9,0,0,20,0
32,0,390997,2,0,0,50,0
55,0,102058,6,0,0,45,0
19,0,247298,8,0,0,20,0
28,0,140108,14,0,0,50,0
55,0,216941,9,2885,0,40,0
49,0,81654,15,0,0,60,1
23,0,177526,13,0,0,40,0
43,0,64631,9,0,0,40,0
40,0,110028,10,0,0,40,0
41,0,203761,13,0,0,40,1
23,0,163870,10,0,0,40,0
59,3,117299,9,0,1887,40,1
20,0,50648,9,0,0,35,0
21,0,166517,9,0,0,40,0
28,0,173800,13,0,0,10,0
44,2,181762,10,0,0,50,0
31,1,340880,13,0,0,48,0
50,1,114758,13,4416,0,45,0
54,0,138847,9,0,0,45,1
28,0,215014,9,0,0,50,0
34,0,183778,9,0,0,40,0
46,0,273629,14,0,0,40,1
28,2,113870,13,0,0,60,1
23,0,213955,9,0,2001,40,0
29,0,114982,13,0,0,40,1
35,0,205338,9,0,0,40,0
41,1,57924,10,7688,0,50,1
90,0,225063,10,0,0,10,0
35,1,202027,14,7688,0,55,1
20,0,281356,9,0,0,40,0
42,0,30824,14,2354,0,16,0
56,0,98809,4,5013,0,45,0
31,0,38223,13,0,0,45,0
23,0,172232,9,0,0,50,0
60,0,140544,9,0,0,40,0
28,0,221366,10,0,0,40,0
32,0,180799,10,0,0,60,1
36,0,111499,14,14084,0,40,1
44,1,155930,13,0,0,60,0
34,0,201122,10,0,0,48,1
27,0,101709,9,0,0,40,0
49,0,140121,9,0,0,50,0
48,0,172709,9,0,0,40,0
47,0,120131,9,0,0,50,1
34,0,117444,13,0,0,65,1
27,0,256764,12,0,0,40,0
31,4,176185,13,4064,0,40,0
24,0,223811,10,0,0,40,0
24,0,201603,9,0,0,30,0
25,0,138765,10,0,0,40,0
36,0,133974,11,0,0,40,0
38,3,137953,9,0,0,45,0
57,0,103403,3,0,0,40,0
24,0,461678,10,0,0,50,1
41,5,70884,9,0,0,40,0
56,5,466498,11,0,0,60,1
19,0,148644,9,0,0,40,0
44,0,190739,9,0,0,32,0
34,0,299507,11,0,0,40,0
25,0,211424,13,0,0,40,0
27,5,106721,9,0,0,40,0
22,0,192017,9,0,0,40,0
59,0,530099,10,0,1887,55,1
34,0,119153,7,0,0,50,0
30,0,202450,9,0,0,65,1
21,0,50341,10,0,0,38,0
24,0,140001,10,0,0,40,0
19,0,220517,10,0,0,15,0
82,0,52921,10,0,0,3,0
35,0,31964,13,0,0,50,1
32,0,148207,11,0,0,40,0
45,0,151627,10,0,0,45,0
30,0,402539,9,0,0,40,0
28,1,188278,13,0,0,55,0
28,1,96219,13,0,0,5,0
29,0,340534,9,0,0,44,0
60,0,160339,10,0,0,40,0
28,0,120135,11,0,0,40,0
38,3,303817,10,0,0,40,0
31,0,181091,9,0,0,50,1
28,0,200515,10,0,0,35,1
42,0,160893,10,0,0,23,0
40,4,183096,5,0,0,40,1
24,0,241367,10,0,0,40,0
37,2,342084,10,0,0,60,1
36,0,193855,9,0,0,40,0
39,0,80410,13,0,0,40,0
22,0,554317,5,0,0,35,0
46,0,85109,10,0,1628,40,0
28,0,108569,13,0,0,43,0
34,0,120959,10,0,0,40,0
42,0,222011,10,0,0,43,0
43,0,238530,9,0,0,40,0
35,0,48404,9,0,0,40,0
60,0,88055,15,3781,0,16,0
33,0,238381,10,8614,0,40,1
22,0,243923,9,0,0,80,0
39,0,305597,11,0,0,40,0
33,0,141841,13,5178,0,40,1
39,0,129764,9,0,0,40,0
37,1,150993,7,0,0,45,0
63,1,147140,4,0,0,60,1
46,5,30219,10,7688,0,38,1
48,0,167967,9,0,0,40,0
33,0,133278,9,0,0,40,0
65,0,172510,10,1848,0,20,0
39,0,192251,9,0,0,40,1
43,0,210844,13,0,0,40,1
28,0,263015,6,0,0,40,0
50,1,155118,9,99999,0,35,1
24,5,232918,13,0,0,20,0
48,0,143542,9,0,0,40,0
35,0,45607,10,0,0,40,0
62,0,29828,9,0,0,40,0
42,1,104118,10,0,0,40,0
60,0,191446,9,99999,0,40,1
50,0,27484,9,0,0,50,1
40,0,205987,15,0,0,40,0
39,4,143385,9,0,0,40,0
43,0,200508,13,0,0,40,0
43,4,186995,9,0,0,40,0
35,0,54159,9,0,0,38,0
39,0,113481,13,0,0,45,1
30,4,235271,13,0,0,40,1
32,0,349365,10,0,0,65,0
18,0,283637,10,0,0,40,0
37,0,70282,12,0,0,40,0
26,0,166051,13,0,0,40,0
51,0,193720,9,0,0,42,0
35,0,124836,10,0,0,36,0
33,0,236379,13,0,0,45,0
46,0,122026,13,0,0,44,1
40,0,114537,11,0,0,50,1
34,0,191834,11,0,0,48,0
29,0,420054,9,0,0,40,0
47,1,160045,10,0,0,35,0
34,0,303187,13,0,0,40,1
45,0,190088,9,0,0,30,0
53,0,126977,9,0,0,35,0
52,1,63004,14,0,0,40,0
64,0,391121,4,0,0,40,1
42,0,211450,14,0,0,45,1
44,0,156413,10,0,0,44,1
41,0,116797,9,7298,0,50,1
53,4,204447,14,0,0,43,1
25,0,66935,9,0,0,35,0
20,0,344278,7,0,0,40,0
29,0,108574,11,0,0,40,0
56,0,244605,9,0,0,40,0
45,0,363677,16,0,1977,30,1
56,0,219762,9,0,0,35,0
38,2,269318,10,7298,0,40,1
62,0,77884,9,0,0,40,0
28,1,70100,13,0,0,60,0
31,0,213643,9,3908,0,40,0
24,0,69640,13,0,0,40,0
65,0,170012,13,0,0,34,0
40,0,329924,9,0,0,30,0
31,0,193285,13,0,0,40,0
35,0,261241,9,0,1741,60,0
42,3,108183,14,0,1902,40,1
20,0,296618,9,0,0,30,0
30,4,257796,10,0,0,40,0
25,0,155320,13,0,0,45,0
22,0,151888,9,0,0,40,0
65,0,143118,9,0,2206,10,0
31,0,66278,10,3908,0,40,0
56,0,92444,10,0,0,50,1
51,0,229272,9,0,0,32,0
36,1,207202,6,0,0,60,0
44,5,154176,10,0,1590,40,0
49,0,180899,14,0,1755,45,1
28,0,205337,9,0,0,40,0
57,0,180779,13,7298,0,40,1
33,1,343021,10,0,0,65,0
49,0,176814,13,5178,0,40,1
74,5,88638,16,0,3683,20,1
48,0,248059,13,5013,0,45,0
38,0,409604,13,15024,0,40,1
39,0,185053,9,0,0,40,0
46,0,332884,13,7298,0,65,1
56,0,212864,13,0,0,40,1
27,0,66473,13,0,0,40,1
17,0,285169,7,0,0,40,0
28,0,175431,5,0,0,40,0
18,0,152641,6,0,0,40,0
42,0,339346,14,0,0,25,0
39,0,287306,10,0,0,40,0
29,1,70604,9,3464,0,40,0
21,0,88926,10,0,0,10,0
36,0,91275,10,0,0,40,0
56,0,244554,6,0,0,40,0
49,0,232586,3,0,0,40,0
47,2,127678,10,0,0,80,0
44,0,162184,10,0,0,40,0
40,0,408229,2,0,0,45,0
43,5,139734,13,15024,0,40,1
62,0,197286,8,0,0,48,0
52,0,229983,15,3103,0,30,1
25,0,252803,9,0,0,40,0
63,2,110890,14,0,0,70,1
51,0,160724,16,0,0,99,0
25,0,89625,9,0,0,40,0
62,0,266037,10,0,0,40,0
27,0,126730,9,0,0,40,0
48,3,96854,10,0,0,30,0
32,0,186788,9,0,0,40,0
36,0,28996,10,0,0,45,0
30,1,347166,9,0,0,40,0
45,5,110311,14,0,0,40,0
27,0,310850,9,0,0,50,0
41,0,220694,13,0,0,37,0
61,0,149405,9,0,0,40,0
70,2,131699,13,0,0,55,0
55,0,49996,7,0,0,40,0
35,0,187112,13,0,0,45,0
36,0,180859,11,0,0,38,0
29,0,185647,10,0,0,60,0
30,0,316606,13,0,0,40,0
45,0,274657,7,0,0,40,0
39,3,193583,13,5455,0,60,0
18,0,338836,9,0,0,20,0
28,0,216814,9,0,0,40,0
27,0,106935,13,0,0,45,0
38,0,223433,9,0,0,40,0
33,0,174789,9,0,0,40,0
25,0,135603,9,0,0,40,1
25,0,344719,9,0,0,4,0
38,0,372484,7,0,0,40,0
23,0,181820,10,0,0,45,0
40,0,235371,11,0,0,40,0
36,2,216711,9,99999,0,50,1
20,0,299399,10,0,0,20,0
41,0,202508,9,0,0,48,0
44,0,172025,10,0,0,38,0
49,2,246891,13,0,0,40,1
22,0,450920,12,0,0,40,0
26,0,53598,10,0,0,40,0
47,0,103757,12,0,0,40,0
48,0,76017,9,0,0,25,0
28,2,80158,9,0,0,40,0
37,3,90881,10,8614,0,55,1
44,0,427952,13,0,0,40,0
20,0,230955,8,0,0,35,0
53,0,177916,13,7298,0,40,1
36,0,342642,14,0,0,15,0
77,0,253642,4,0,0,30,0
21,0,219086,9,0,0,35,0
24,0,162593,13,0,0,40,0
30,0,87561,12,0,0,40,0
51,4,142411,11,0,0,50,0
22,0,154422,10,0,0,30,0
23,0,169104,10,0,0,25,0
47,0,193047,16,99999,0,50,1
17,0,151141,8,0,0,20,0
48,0,267912,13,0,0,50,1
43,0,137126,10,0,0,40,1
34,0,152453,8,0,0,40,0
19,0,357059,9,0,0,35,0
42,5,202011,10,0,0,40,0
23,0,98283,13,0,0,40,0
61,1,176965,15,0,0,50,1
63,0,187919,7,0,0,30,0
65,0,274916,9,0,0,40,0
37,0,105813,11,7298,0,40,1
41,4,193524,12,0,0,40,1
35,0,152734,10,0,0,40,0
21,0,263641,9,0,0,40,0
48,4,102076,13,0,0,35,0
51,5,155594,10,0,1887,40,1
43,0,33331,13,0,0,55,0
22,5,156773,10,0,0,15,0
56,1,115439,10,0,0,60,0
47,0,181652,9,0,0,40,0
26,0,120268,13,0,0,24,0
39,0,196308,10,0,0,24,0
45,1,40690,10,0,0,75,0
49,0,228583,9,0,0,40,0
23,0,695136,9,0,0,30,0
69,0,209236,9,0,0,36,0
41,3,214838,14,0,0,60,1
40,1,188436,9,0,0,40,0
25,0,177625,9,0,0,40,0
52,0,124591,9,0,0,40,0
28,0,230856,10,3325,0,50,0
50,3,221532,12,0,0,40,1
21,0,232577,11,0,0,30,0
48,0,168216,10,0,0,40,1
27,0,214702,15,0,0,42,1
63,0,237620,9,0,0,30,0
47,5,54887,16,0,0,40,1
37,1,164526,16,14084,0,45,1
28,0,224506,10,0,0,40,0
58,0,183870,9,0,0,40,0
41,0,208330,10,0,0,51,0
67,2,168370,10,0,0,40,0
62,1,320376,9,0,0,48,0
28,0,192384,10,0,0,40,1
26,0,167350,8,0,0,40,0
46,1,103538,15,0,0,65,1
29,0,58522,9,0,0,40,0
39,0,191342,13,0,0,40,1
25,0,193820,14,0,0,35,0
20,0,258490,10,0,0,35,0
21,0,56520,10,0,0,40,0
25,0,102476,13,0,0,50,0
44,2,311357,15,0,0,50,1
37,0,166497,9,0,0,38,0
50,0,160724,14,7298,0,40,1
29,0,338270,9,0,0,40,0
18,0,282394,10,0,0,21,0
32,0,383269,13,0,0,40,0
58,0,119386,11,0,0,60,0
50,0,196975,9,0,0,40,1
29,0,334221,10,0,0,18,0
58,0,27385,9,0,0,60,1
29,5,133846,10,0,0,40,0
36,0,361888,9,0,0,45,1
21,0,230429,9,0,0,35,0
49,0,328776,9,0,0,40,0
60,0,243829,14,0,0,50,0
39,0,306646,10,3103,0,50,1
50,0,138179,12,0,1902,40,1
30,0,280069,10,0,0,48,0
55,0,305759,9,0,0,40,0
64,4,164876,9,0,0,20,0
29,2,138597,12,0,0,40,0
40,0,111483,13,7298,0,40,1
42,0,144778,9,0,0,50,0
55,0,171015,9,0,0,40,0
43,0,112494,9,0,0,45,0
28,0,408473,8,0,0,40,0
46,5,27802,12,0,0,38,1
34,0,236318,9,0,0,40,0
47,0,121836,14,7688,0,38,1
43,1,315971,14,0,0,40,0
24,0,698418,10,0,0,25,0
21,0,329530,7,0,0,40,0
65,0,194456,13,0,0,40,1
20,0,282579,10,0,0,40,0
31,5,26401,14,0,0,25,0
38,5,364958,9,3464,0,40,0
22,0,83998,10,0,0,40,0
20,0,94364,10,0,0,20,0
44,0,174189,10,0,0,60,0
44,4,101967,14,0,0,40,0
41,0,146908,16,0,0,60,1
38,0,126675,9,0,2205,40,0
21,0,31606,10,0,0,25,0
24,0,132327,10,0,0,30,0
24,0,112459,14,0,0,45,0
28,0,48894,9,0,0,40,0
39,0,181943,13,0,0,35,0
48,0,247685,10,3325,0,40,0
24,4,195808,9,0,0,40,0
50,0,172052,9,0,0,35,1
50,4,50178,10,4064,0,55,0
68,0,351711,10,0,0,40,0
31,5,190305,14,0,0,50,0
22,0,464103,2,0,0,40,0
18,0,36348,10,0,0,48,0
25,0,120238,9,0,0,40,0
28,0,354095,10,0,0,40,0
17,4,308901,7,0,0,15,0
24,5,208826,16,0,0,99,0
20,0,369677,6,0,0,36,0
45,3,98524,12,0,0,40,1
44,0,239723,10,1506,0,45,0
57,0,231232,4,0,0,40,0
33,0,236396,13,0,1902,55,1
24,0,119156,13,0,0,40,0
22,0,320451,10,0,0,24,0
41,0,38397,9,0,0,40,0
51,2,189183,13,0,0,40,0
46,4,199281,13,0,0,40,0
52,0,286342,9,0,0,38,0
50,0,152810,13,0,0,40,1
26,2,176981,13,0,0,50,0
17,0,117549,6,0,0,12,0
64,0,254797,10,0,0,40,0
51,0,133336,9,0,0,40,1
28,1,182826,9,0,0,35,0
51,0,136224,13,0,0,40,0
39,1,134475,13,0,1762,40,0
48,0,272778,10,0,0,32,0
44,0,279183,10,0,0,40,1
47,0,110243,7,0,0,40,0
52,0,202071,9,0,0,40,0
58,0,197642,10,0,0,39,0
19,0,125591,7,0,0,40,0
40,0,197462,13,0,0,40,1
23,0,238831,10,0,0,40,0
31,0,182177,13,0,0,40,0
40,4,240504,12,0,0,40,1
48,2,125892,10,0,0,38,1
46,0,154430,14,0,0,50,1
32,0,207685,9,3908,0,40,0
50,0,222020,9,0,0,40,0
18,0,243240,9,0,0,37,0
26,0,158734,14,0,0,30,0
36,0,257691,13,0,0,20,0
26,0,144483,11,594,0,35,0
19,0,209826,10,0,0,15,0
53,0,30244,12,15024,0,40,1
54,0,133050,10,0,0,41,0
29,0,138332,10,0,0,6,0
81,0,201398,14,0,0,60,0
37,0,526968,14,0,0,38,1
40,0,79036,11,0,0,50,1
36,0,240323,10,0,0,40,0
18,0,270544,8,0,0,30,0
44,5,199551,7,0,0,40,0
36,0,231052,9,0,0,35,0
69,5,203072,16,0,0,50,1
17,0,126771,8,0,0,7,0
38,0,31848,11,0,0,40,1
27,0,328981,9,0,0,40,0
52,0,159670,12,0,0,40,0
24,0,450695,12,0,0,35,0
57,0,182028,13,0,0,40,0
19,0,349620,6,0,0,40,0
38,0,161066,9,0,0,50,0
46,0,213611,4,0,1594,24,0
21,0,548303,9,0,0,40,1
29,0,150861,10,0,0,40,0
33,0,335625,10,0,0,40,0
26,0,133766,9,0,0,70,0
28,0,200511,9,0,0,55,0
26,0,50103,10,0,0,40,0
37,0,148266,15,0,0,6,0
49,0,177211,13,0,0,40,0
28,0,132686,13,0,0,55,0
57,3,21626,10,0,0,40,0
60,0,52900,4,0,0,40,0
20,0,150084,9,0,0,25,0
38,0,248886,9,0,0,42,0
51,1,118259,9,3137,0,60,0
60,0,145493,10,0,0,40,0
37,0,219546,13,3411,0,47,0
44,3,399155,9,0,0,40,0
19,1,227310,10,0,0,25,0
59,0,333270,14,0,0,35,0
50,0,231495,9,0,0,40,0
35,3,133935,13,0,0,40,1
46,3,55237,10,0,0,40,0
18,0,183034,10,0,0,35,0
32,0,245487,3,0,0,40,0
32,0,185480,11,0,0,40,0
39,0,114251,9,0,0,40,1
25,0,181814,9,0,0,40,0
30,0,340917,14,15024,0,60,1
37,0,241998,13,0,1977,40,1
38,2,125324,10,0,0,80,1
36,0,34744,12,0,0,37,0
56,0,131608,10,0,0,40,1
35,3,226916,13,0,0,40,1
56,0,124137,9,0,0,41,0
17,0,96282,6,0,0,14,0
46,0,337050,14,0,1977,45,1
56,0,229335,9,0,0,40,0
61,5,199495,8,0,0,40,0
25,0,111675,10,0,0,43,0
27,0,139209,9,0,0,40,0
50,1,32372,9,0,0,30,0
33,1,203784,11,0,0,62,0
33,0,164190,11,7298,0,40,1
38,0,64875,10,0,0,60,0
51,0,41806,7,0,0,40,0
27,0,208725,12,0,0,42,0
49,4,79019,14,0,0,16,0
26,0,136951,9,0,0,40,0
42,0,203554,14,0,0,60,1
37,0,252947,13,0,1719,32,0
38,0,170861,10,0,0,40,0
48,0,199590,9,0,0,40,1
41,0,529216,13,7430,0,45,1
33,0,195576,9,4386,0,60,0
30,0,182177,9,0,0,40,0
25,5,183678,13,0,0,50,0
50,0,209320,13,0,0,40,1
54,2,206862,9,0,0,36,1
37,0,168941,7,0,0,40,0
59,1,201263,13,15024,0,55,1
17,0,75333,6,0,0,24,0
65,0,299494,7,1797,0,40,0
56,1,163212,9,99999,0,40,1
57,0,139290,9,0,0,38,0
33,0,400416,6,0,0,20,0
41,1,223763,14,0,0,65,0
45,0,77927,13,0,0,40,0
50,0,175804,9,0,0,48,0
18,0,91525,9,0,0,25,0
19,0,279968,10,0,0,20,0
26,0,77698,10,0,0,40,0
61,0,198686,12,0,0,2,1
67,0,190340,7,0,0,40,0
41,0,113491,10,0,0,40,1
29,0,202878,9,0,0,50,0
27,0,108431,10,0,0,40,0
35,0,194490,9,0,0,38,0
37,0,48093,13,0,0,90,1
22,0,136824,7,0,0,40,0
25,0,143280,6,0,0,24,0
26,0,150062,9,0,0,50,0
27,4,298510,9,0,0,40,0
26,0,177147,13,6849,0,65,0
51,0,115025,9,0,0,40,0
45,0,350440,9,0,0,40,1
60,0,83850,9,0,0,40,0
35,0,62669,10,0,0,55,1
24,0,229773,9,0,0,40,0
40,4,196234,9,0,0,40,0
69,0,163595,9,0,0,20,0
44,0,157249,13,0,1977,50,1
65,0,80174,9,1848,0,50,0
52,2,49069,10,0,0,40,1
38,0,122952,9,0,0,35,0
18,0,123856,7,0,0,49,0
